MKey,AircraftNumber,DamageLevel,RegistrationNumber,AircraftCategory,AircraftMake,AircraftModel,RegulationFlightConductedUnder,PurposeOfFlight,IntentionalAct,PhaseOfFlight,DefiningEvent
96088,1,Substantial,N812SM,Airplane,MILLER STEVEN M,RV6 A,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96089,1,Substantial,N52KF,Airplane,SC AEROSTAR SA,YAK 52W,Part 91: General aviation,Personal,,Taxi,Loss of Control on Ground
96090,1,Destroyed,N5112S,Airplane,Eris E. Ervin,Quicksilver,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96091,1,Substantial,N233TD,Airplane,THOMAS J MURRAY,KITFOX SUPER SPORT,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96092,1,Substantial,N186KW,Helicopter,Godwin Jeff E,Safari,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
96093,1,Substantial,N5146R,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
96094,1,Substantial,N184SJ,Airplane,BELLET JAMES J,VANS RV 8,Part 91: General aviation,Personal,,Standing,Other
96095,1,Substantial,N53393,Airplane,CESSNA,152,Part 91: General aviation,Personal,,Initial Climb,Fuel Related
96098,1,Substantial,N36KC,Airplane,BELLANCA,14 19,Part 91: General aviation,Personal,,Landing,Runway Excursion
96099,1,Substantial,N885PR,Airplane,AIRMAX CONSTRUCOES AERONAUTICA,SEAMAX-M22,Part 91: General aviation,Personal,,Landing,Collision on Takeoff or Landing
96101,1,Substantial,N9346G,Airplane,CESSNA,182,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
96102,1,Substantial,N38633,Airplane,PIPER,J5A,Part 91: General aviation,Personal,,Standing,Loss of Control on Ground
96103,1,Substantial,N1356W,Airplane,PARKS RICHARD A,STARDUSTER SA 100,Part 91: General aviation,Personal,,Enroute,Fire - Non-Impact
96104,1,Substantial,N200XW,Airplane,AMERICAN LEGEND AIRCRAFT CO,AL18,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
96105,1,Destroyed,N152AH,Gyroplane,HICKOX ANDY,ANDYS GYROPLANE,Part 91: General aviation,Personal,,Enroute,Abrupt Maneuver
96108,1,Substantial,N515ET,Helicopter,EUROCOPTER,AS 350,Public aircraft,Instructional,,Maneuvering,Loss of Control In-Flight
96109,1,Destroyed,N4734Z,Airplane,PIPER,PA 22,Part 91: General aviation,Personal,,Landing,Other
96110,1,Substantial,N43JM,Airplane,BOEING,PT 13,Part 91: General aviation,Personal,,Landing,Ground Collision
96111,1,Substantial,N29909,Airplane,WACO,UPF 7,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
96113,1,Substantial,N552ES,Airplane,CESSNA,162,Part 91: General aviation,Instructional,,Approach,Fuel Related
96114,1,Substantial,N109T,Airplane,PIPER,PA18,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96115,1,Destroyed,N9549W,Airplane,PIPER,PA 28-140,Part 91: General aviation,Instructional,,Enroute,Controlled Flight Into Terrain
96118,1,Substantial,N2284U,Helicopter,BRANTLY,B 2B,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
96123,1,Substantial,N260BA,Glider,LET,L 23 SUPER BLANIK,Part 91: General aviation,Personal,,Landing,Undershoot/Overshoot
96124,1,Substantial,N1214J,Airplane,CHANCEY GERRY M,RV-12,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
96125,1,Substantial,N712RL,Airplane,VANS,RV7,Part 91: General aviation,Personal,,Enroute,Fuel Related
96126,1,Substantial,N9021X,Airplane,CESSNA,182,Part 91: General aviation,Personal,,Approach,Turbulence Encounter
96127,1,Destroyed,N6083D,Airplane,CIRRUS DESIGN CORP,SR22,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
96128,1,Substantial,N818PB,Gyroplane,CHARLES A BRAZIL,MTO SPORT,Part 91: General aviation,Personal,,Landing,Collision on Takeoff or Landing
96129,1,Substantial,N7336Z,Airplane,PIPER,PA 25-235,Part 137: Agricultural,Aerial application,,Maneuvering,System/Component Failure - Powerplant
96130,1,Substantial,N685SE,Airplane,FREEMAN HERITAGE COLLECTION,SE5A,Part 91: General aviation,Air race/show,,Initial Climb,System/Component Failure - Powerplant
96136,1,Substantial,N5311H,Airplane,CESSNA,172S,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96137,1,Substantial,N48694,Airplane,PIPER,J3C,Part 91: General aviation,Instructional,,Takeoff,Loss of Control on Ground
96141,1,Substantial,N2918A,Airplane,ULTRALIGHT AMERICA,SPITFIRE II,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96142,1,Substantial,N3797Z,Airplane,PIPER,PA 18,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96143,1,Destroyed,N401HH,Airplane,CESSNA,401,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
96144,1,Destroyed,N428AP,Airplane,SCHAFFER,Fisher Horizon 2,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
96148,1,Substantial,N484HC,Airplane,BRYANT C CROSBY,BC ULTRA PUP,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96149,1,Substantial,N5448K,Airplane,CESSNA,172P,Part 91: General aviation,Other work use,,Enroute,System/Component Failure - Powerplant
96151,1,Destroyed,N90866,Airplane,PIPER,PA 25-235,Part 91: General aviation,Glider tow,,Initial Climb,Loss of Control In-Flight
96152,1,Substantial,N7884V,Airplane,MOONEY,M20,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
96153,1,Substantial,N966EZ,Airplane,BOROM MARCUS P,LONG EZ,Part 91: General aviation,Personal,,Approach,Midair
96153,2,Minor,N15664,Airplane,PIPER,PA 28-180,Part 91: General aviation,Personal,,Approach,Midair
96154,1,Substantial,N247PV,Helicopter,WESTERN INTERNATIONAL AVIA INC,UH 1H,Part 91: General aviation,Positioning,,Landing,System/Component Failure - Non-power
96155,1,Substantial,N7892P,Airplane,PIPER,PA 24-250,Part 91: General aviation,Instructional,,Landing,Loss of Control In-Flight
96156,1,Substantial,N3538H,Airplane,ERCOUPE,415,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96157,1,Destroyed,N580LL,Airplane,Aero Vodochody,L39C,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
96158,1,Substantial,N8234R,Airplane,BELLANCA,17-30A,Part 91: General aviation,Personal,,Emergency Descent,System/Component Failure - Powerplant
96161,1,Substantial,N9664Q,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96163,1,Substantial,N81818,Airplane,MAULE,M 7,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
96164,1,Substantial,N5EC,Airplane,CESSNA,T210,Part 91: General aviation,Personal,,Approach,Collision on Takeoff or Landing
96165,1,Substantial,N8NW,Airplane,NANCHANG CHINA,CJ 6,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96167,1,Substantial,N248ST,Airplane,THOMAS STEPHEN,GLASAIR SUPER II RG,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96169,1,Substantial,N53XC,Airplane,CUB CRAFTERS INC,CC19-180,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96170,1,None,N29922,Balloon,CAMERON,N-105,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96171,1,Substantial,N7313G,Airplane,CESSNA,150,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
96178,1,Substantial,N4136D,Airplane,PIPER,PA 34-220T,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96179,1,Substantial,N80060,Airplane,AIR TRACTOR INC,AT 402B,Part 137: Agricultural,Aerial application,,Landing,Loss of Control on Ground
96180,1,Substantial,N9020P,Airplane,PIPER,PA-24-260,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96181,1,Substantial,N323WG,Airplane,DEHAVILLAND,DHC 1,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96182,1,Substantial,N8338S,Airplane,CESSNA,182H,Part 91: General aviation,Instructional,,Maneuvering,Controlled Flight Into Terrain
96183,1,Substantial,N7566D,Airplane,FLEETWOOD JACK,TEAM AIRBIKE,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
96186,1,Destroyed,N7CF,Airplane,CESSNA,172M,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
96188,1,None,N342AX,Airplane,BOEING,767 328,Part 91: General aviation,Positioning,,Enroute,Turbulence Encounter
96189,1,Substantial,N90365,Airplane,GLOBE,GC 1A,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
96190,1,Substantial,N520KS,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Approach,Bird Strike
96194,1,Substantial,N140SF,Helicopter,EUROCOPTER DEUTSCHLAND GMBH,MBB BK 117,Part 91: General aviation,Instructional,,Maneuvering,Loss of Control In-Flight
96195,1,Substantial,N5159U,Airplane,CESSNA,172RG,Part 91: General aviation,Instructional,,Landing,System/Component Failure - Non-power
96197,1,Substantial,N3214X,Airplane,CESSNA,150,Part 91: General aviation,Personal,,Enroute,Unknown
96198,1,Substantial,N734R,Airplane,RUSSELL E OBERG,MURPHY REBEL,Part 91: General aviation,Personal,,Enroute,Fuel Related
96200,1,Substantial,N181TJ,Airplane,BARBER WARREN D,TURBINE CUBS P A 18,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96202,1,Destroyed,N820DF,Helicopter,ROBINSON HELICOPTER,R44,Part 91: General aviation,Instructional,,Enroute,Loss of Control In-Flight
96203,1,Substantial,N105MK,Airplane,DIAMOND AIRCRAFT IND INC,DA 40,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
96204,1,Destroyed,N8347Z,Airplane,CESSNA,210,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
96206,1,Substantial,N400LE,Airplane,BEECH,A24,Part 91: General aviation,Instructional,,Initial Climb,System/Component Failure - Non-power
96208,1,Substantial,N289CM,Airplane,CIRRUS DESIGN CORP,SR22T,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96210,1,Substantial,N8432,Airplane,HIMSL VINCENT S,VANS RV-8,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96211,1,Substantial,N50609,Airplane,CESSNA,150J,Part 91: General aviation,Instructional,,Takeoff,Loss of Control In-Flight
96214,1,Substantial,N37TP,Airplane,THOMAS G PARKHURST,KITFOX IV,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96215,1,Substantial,N123UT,Balloon,ULTRAMAGIC SA,T210,Part 91: General aviation,Aerial observation,,Standing,Ground Collision
96215,2,None,C-FCKX,Balloon,LINDSTRAND,LBL240A,Part 91: General aviation,Aerial observation,,Landing,Collision on Takeoff or Landing
96216,1,Substantial,N259L,Airplane,Peterson Lancair,Legacy,Part 91: General aviation,Personal,,Enroute,Bird Strike
96219,1,Substantial,N25YD,Airplane,YOUNG DAVID E,PITTS S1 C,Part 91: General aviation,Personal,,Landing,Collision on Takeoff or Landing
96219,2,Substantial,N27KJ,Airplane,STAUDACHER JON,S 600F,Part 91: General aviation,Personal,,Landing,Collision on Takeoff or Landing
96222,1,Substantial,N3636E,Airplane,CIRRUS DESIGN CORP,SR22T,Part 91: General aviation,Personal,,Takeoff,Other
96223,1,Destroyed,N414MT,Airplane,Flugzeugproduktions-und Vertri,EA 300/L,Part 91: General aviation,Instructional,,Maneuvering,Unknown
96224,1,Substantial,N9239L,Airplane,AMERICAN AVIATION,AA 1A,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
96225,1,Substantial,N83512,Airplane,AERONCA,7DC,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96230,1,Substantial,N633CB,Airplane,PIPER,PA 32RT-300T,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96231,1,Substantial,N2686,Helicopter,HILLER,UH 12A,Part 91: General aviation,Instructional,,Maneuvering,System/Component Failure - Non-power
96233,1,Substantial,N7GL,Airplane,GREAT LAKES,2T 1A 2,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96234,1,Substantial,N22092,Airplane,CESSNA,150,Part 91: General aviation,Personal,,Unknown,System/Component Failure - Non-power
96235,1,Destroyed,N1054S,Airplane,PIPER,PA32R,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96236,1,Destroyed,N502G,Airplane,AIR TRACTOR INC,AT 502B,Part 137: Agricultural,Aerial application,,Maneuvering,Loss of Control In-Flight
96237,1,Substantial,N337AM,Airplane,AVIAT AIRCRAFT INC,A1,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96241,1,Substantial,N8494K,Airplane,SCHWEIZER AIRCRAFT CORP,G 164B,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96242,1,Substantial,N8537J,Helicopter,ROBINSON,R22,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
96243,1,Substantial,N60EA,Helicopter,BELL,206B,Part 137: Agricultural,Aerial application,,Approach,Fuel Related
96244,1,Substantial,N19EC,Airplane,CESSNA,A185,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96245,1,Substantial,N6384D,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
96248,1,Substantial,N7589E,Airplane,CHAMPION,7GC,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96249,1,Substantial,N70634,Airplane,CESSNA,182M,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
96251,1,Substantial,N5129C,Airplane,CESSNA,T210N,Part 91: General aviation,Personal,,Approach,Fuel Related
96252,1,Substantial,N230MG,Gyroplane,JOHN A BREWER,ELA AVIACION 10 ECLI,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96253,1,Substantial,N72552,Airplane,CESSNA,120,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96254,1,Substantial,N927D,Airplane,STINSON,108,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96256,1,Substantial,N781SC,Powered parachute,SIX CHUTER WEST LLC,LEGEND XL,Part 91: General aviation,Instructional,,Maneuvering,Other
96258,1,Substantial,N878MC,Helicopter,ROBINSON HELICOPTER,R22 BETA,Part 91: General aviation,Instructional,,Emergency Descent,Abnormal Runway Contact
96259,1,Substantial,N418CP,Airplane,CIRRUS DESIGN CORP,SR22,Part 91: General aviation,Instructional,,Enroute,System/Component Failure - Powerplant
96262,1,Substantial,N72339,Airplane,Cessna,140,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
96264,1,Substantial,N88MV,Airplane,METCALFE ROBERT B,VANS RV 6,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96265,1,Substantial,N293GC,Airplane,BEECH,35C33,Part 91: General aviation,Personal,,Approach,Fuel Related
96268,1,Substantial,N4509F,Airplane,PIPER,PA28,Part 91: General aviation,Instructional,,Landing,Wildlife Encounter
96269,1,Substantial,N4213F,Airplane,PIPER,PA 32R-300,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96270,1,Substantial,N401HK,Weight-shift,EVOLUTION AIRCRAFT INC,REVO,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96271,1,Substantial,N22TZ,Helicopter,AIRBUS HELICOPTERS,EC 130,Part 91: General aviation,Air drop,,Maneuvering,Other
96272,1,Substantial,N6582P,Airplane,CESSNA,P210N,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96277,1,Substantial,N211W,Airplane,SMITH,AEROSTAR 600A,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
96280,1,Substantial,N9628R,Airplane,BEECH,B95,Part 91: General aviation,Instructional,,Approach,Fuel Related
96281,1,Substantial,N9902C,Airplane,SILVAIRE,8,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96283,1,Substantial,N4393Z,Airplane,PIPER,PA 18-150,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
96285,1,Destroyed,N777PH,Airplane,BEECH,V35B,Part 91: General aviation,Instructional,,Approach,Other
96287,1,Substantial,N251CH,Airplane,CESSNA,172N,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
96291,1,Substantial,N893CA,Airplane,SOCATA,TBM 850,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96292,1,Substantial,N7085M,Helicopter,ROBINSON HELICOPTER,R44,Part 91: General aviation,Aerial observation,,Maneuvering,Controlled Flight Into Terrain
96293,1,Substantial,N231JD,Airplane,MOONEY AIRCRAFT CORP.,M20K,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96294,1,None,N138WH,Helicopter,HUGHES,369D,Part 133: Rotorcraft ext. load,External load,,Maneuvering,Low Altitude Operation
96297,1,Substantial,N922BA,Airplane,ICON AIRCRAFT INC,A5,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
96298,1,Destroyed,N47831,Airplane,PIPER,PA 32,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96300,1,Substantial,N618ER,Airplane,RIGGS KENNETH W,T BIRD II,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Non-power
96304,1,Substantial,N6GH,Airplane,HUNTER GEORGE,RV 6,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96305,1,Substantial,N21EM,Airplane,MAURER ELMO A,V STAR SA900,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
96306,1,Substantial,N275AE,Helicopter,BELL,206,Part 91: General aviation,Other work use,,Landing,Abnormal Runway Contact
96309,1,Substantial,N651P,Airplane,STILL MICHAEL J,TITAN T-51,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
96311,1,Substantial,N98299,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Approach,Fuel Related
96312,1,Substantial,N93PH,Helicopter,BELL,206,Part 137: Agricultural,Aerial application,,Maneuvering,Loss of Lift
96313,1,Substantial,N2363B,Airplane,TEMCO,GC 1B,Part 91: General aviation,Personal,,Maneuvering,Fuel Related
96314,1,Substantial,N207GT,Airplane,SOCATA,TB200,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
96315,1,Substantial,N6547A,Airplane,CESSNA,180,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96316,1,Substantial,N917VA,Airplane,VANDERARK,RV-10,Part 91: General aviation,Personal,,Emergency Descent,System/Component Failure - Powerplant
96317,1,Destroyed,N3371W,Airplane,PIPER,PA32,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
96319,1,Substantial,N744BS,Helicopter,ROBINSON HELICOPTER,R44,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
96320,1,Substantial,N3512L,Airplane,GREAT LAKES,2T1A,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96321,1,Substantial,N141WC,Airplane,STINSON,SR 5E,Part 91: General aviation,Positioning,,Landing,Undershoot/Overshoot
96324,1,Substantial,N3187V,Airplane,BEECH,35,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96325,1,Substantial,N754T,Airplane,CLOUD JEFFREY FERRELL,LONG EZ,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Non-power
96328,1,Substantial,N55234,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Maneuvering,Other
96329,1,Substantial,N5300A,Airplane,CESSNA,T210N,Part 91: General aviation,Business,,Approach,System/Component Failure - Powerplant
96330,1,Substantial,N2138W,Airplane,CESSNA,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
96331,1,Substantial,N30SU,Airplane,TEXTRON AVIATION INC,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
96334,1,Destroyed,N154KQ,Airplane,QUEST AIRCRAFT COMPANY LLC,KODIAC 100,"Non-U.S., non-commercial",Unknown,,Takeoff,System/Component Failure - Powerplant
96335,1,Substantial,N76238,Airplane,CESSNA,140,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96336,1,Substantial,N9825M,Airplane,CESSNA,T207A,Public aircraft,Aerial observation,,Landing,Abnormal Runway Contact
96337,1,Substantial,N5966V,Airplane,PIPER,PA 28R-201T,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96339,1,Substantial,N9678Q,Airplane,CESSNA,172M,Part 91: General aviation,Instructional,,Enroute,Bird Strike
96340,1,Destroyed,N953LS,Gyroplane,JOHN ROSCOE,AUTOGYRO CAVALON,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96341,1,Substantial,N52492,Airplane,CESSNA,172P,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
96343,1,Substantial,N69656,Airplane,BOEING,A75N1(PT17),Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96344,1,Substantial,N547CT,Airplane,FLIGHT DESIGN GMBH,CTLS,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
96345,1,Substantial,N6102R,Airplane,CESSNA,172RG,Part 91: General aviation,Instructional,,Approach,System/Component Failure - Non-power
96346,1,Substantial,N8758N,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
96347,1,Substantial,N3067H,Airplane,ERCOUPE,415 CD,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
96348,1,Substantial,N8515S,Airplane,CESSNA,182H,Part 91: General aviation,Personal,,Taxi,Ground Collision
96349,1,Substantial,N470CH,Gyroplane,HOMER,AUTOGYRO CAVALON,Part 91: General aviation,Instructional,,Initial Climb,System/Component Failure - Powerplant
96350,1,Substantial,N4179M,Helicopter,ROBINSON HELICOPTER,R22 BETA,Part 91: General aviation,Other work use,,Maneuvering,Low Altitude Operation
96351,1,Substantial,N2661Q,Airplane,CESSNA,182,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96352,1,Destroyed,N24987,Airplane,CESSNA,152,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
96355,1,Substantial,N5381F,Airplane,PIPER,PA 28R,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96356,1,Substantial,N1401J,Airplane,ROCKWELL INTERNATIONAL,112A,Part 91: General aviation,Personal,,Approach,Fuel Related
96359,1,Substantial,N7712,Airplane,QUICKSILVER,MXL SPORT,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
96360,1,Substantial,N10GJ,Airplane,PIPER,PA 28-180,Part 91: General aviation,Personal,,Approach,Fuel Related
96362,1,Destroyed,N4676L,Airplane,CESSNA,172G,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
96363,1,Destroyed,N6894N,Airplane,MOONEY,M20C,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
96366,1,Substantial,N11188,Airplane,PIPER / LAUDEMAN,J3C 65,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
96369,1,Substantial,N863RB,Airplane,PIPER,PA46,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
96370,1,Substantial,N599RA,Airplane,DOSHIER WILBERT A,GT-500,Part 91: General aviation,Instructional,,Takeoff,System/Component Failure - Powerplant
96371,1,Substantial,N4040M,Airplane,PIPER,PA 12,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
96372,1,Substantial,N62979,Airplane,BELLANCA,8KCAB,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96373,1,Substantial,N234PB,Airplane,BUEHLMANN PETER,KITFOX MODEL 4 1200,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96374,1,Substantial,N666BK,Airplane,KARPAYEV VLADYSLAV V,RV-9,Part 91: General aviation,Personal,,Taxi,Ground Collision
96375,1,Substantial,N263DM,Airplane,PIPER,PA 34-220T,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
96378,1,Substantial,N8128M,Airplane,CESSNA,182,Part 91: General aviation,Instructional,,Approach,Loss of Control In-Flight
96379,1,Substantial,N8637S,Airplane,CESSNA,150F,Part 91: General aviation,Instructional,,Enroute,System/Component Failure - Powerplant
96382,1,Substantial,N6002Q,Airplane,MOONEY,M20,Part 91: General aviation,Personal,,Takeoff,Fuel Related
96385,1,Substantial,N2526C,Airplane,COLUMBIA AIRCRAFT MFG,LC41 550FG,Part 91: General aviation,Personal,,Taxi,Loss of Control on Ground
96386,1,Substantial,N7111W,Airplane,CESSNA,182S,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
96388,1,Substantial,N9685F,Helicopter,HUGHES,300,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
96389,1,Substantial,N1780K,Airplane,LUSCOMBE,8,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96390,1,Substantial,N965DS,Airplane,DIAMOND AIRCRAFT IND INC,DA 40,Part 91: General aviation,Instructional,,Landing,Wildlife Encounter
96392,1,Substantial,N2103T,Airplane,CESSNA,172R,Part 91: General aviation,Instructional,,Unknown,Unknown
96393,1,Substantial,N172SX,Airplane,CESSNA,172N,Part 91: General aviation,Personal,,Approach,Bird Strike
96396,1,Substantial,N57351,Airplane,PIPER,PA-28,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
96397,1,Substantial,N956GM,Airplane,MOTLEY GARY W,ZENITH CH750 CRUZER,Part 91: General aviation,Flight test,,Enroute,System/Component Failure - Powerplant
96399,1,Substantial,N502R,Airplane,RUTTEN PHIL J,PIETENPOL,Part 91: General aviation,Positioning,,Landing,Abnormal Runway Contact
96400,1,Substantial,N690RU,Airplane,AERO COMMANDER,112,Part 91: General aviation,Instructional,,Landing,Undershoot/Overshoot
96401,1,Substantial,N75919,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
96402,1,Substantial,N50F,Airplane,DRIGGERS QUILLAN E,TITAN TORNADO,Part 91: General aviation,Personal,,Initial Climb,Fuel Related
96403,1,Substantial,N876MB,Airplane,AVEKO SRO,VL-3C-1,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96404,1,Substantial,N474SP,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
96407,1,Substantial,N592SS,Airplane,BEECH,B 55,Part 91: General aviation,Instructional,,Takeoff,System/Component Failure - Powerplant
96409,1,Substantial,N744WT,Helicopter,ROBINSON HELICOPTER COMPANY,R44,Part 91: General aviation,Positioning,,Landing,Other
96411,1,Substantial,N47WH,Helicopter,ROBINSON HELICOPTER COMPANY,R22,Part 91: General aviation,Personal,,Emergency Descent,Abnormal Runway Contact
96412,1,Destroyed,N481ZK,Gyroplane,Kevin Leue,Sparrow Hawk,Part 91: General aviation,Personal,,Unknown,Unknown
96413,1,Substantial,N7586E,Airplane,CHAMPION,7EC,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
96414,1,Substantial,N701TF,Airplane,TODD FOLEY,ZENITH 701,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
96415,1,Substantial,N2766D,Airplane,CESSNA,170B,Part 91: General aviation,Personal,,Landing,System/Component Failure - Non-power
96416,1,Substantial,N714TD,Airplane,CESSNA,152,Part 91: General aviation,Instructional,,Approach,Fuel Related
96417,1,Destroyed,N2200T,Airplane,PIPER,TITAN TORNADO II D,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
96419,1,Substantial,N500KR,Airplane,BEECH,C90,Part 91: General aviation,Personal,,Approach,Fuel Related
96422,1,Substantial,N747KM,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Enroute,Fuel Related
96423,1,Substantial,N2996Q,Airplane,NORTH AMERICAN,T 6,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
