MKey,AircraftNumber,DamageLevel,RegistrationNumber,AircraftCategory,AircraftMake,AircraftModel,RegulationFlightConductedUnder,PurposeOfFlight,IntentionalAct,PhaseOfFlight,DefiningEvent
83209,1,Substantial,N7309W,Airplane,PIPER,PA-28-180,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83212,1,Substantial,N2570C,Airplane,FANTASY AIR SRO,ALLEGRO 2007,Part 91: General aviation,Ferry,,Approach,Loss of Control In-Flight
83216,1,Substantial,N97LP,Airplane,CESSNA,172P,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
83217,1,Substantial,N589M,Airplane,JOY AVIATION LTD,VANS RV-6,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
83218,1,Substantial,N8415C,Airplane,PIPER,PA-32R-300,Part 91: General aviation,Personal,,Initial Climb,Controlled Flight Into Terrain
83219,1,Substantial,N602BV,Airplane,SMITH,AEROSTAR 601P,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
83220,1,Substantial,N416FC,Airplane,ENBODY FRANK,GY 201 MINICAB,Part 91: General aviation,Personal,,Initial Climb,Fuel Related
83221,1,Substantial,N373JT,Airplane,PIPER,PA-30,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83224,1,Substantial,N912FL,Airplane,FURRU DONALD JEFFREY,SKYRANGER V MAX,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83225,1,Substantial,N605RV,Airplane,HALL JEFFREY,HALL RV-4,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83226,1,Substantial,N61410,Airplane,ANDERSON JOHN H,AVID FLYER MK 4,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
83227,1,Substantial,N238RV,Airplane,JACOBS,RV-6A,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83229,1,Substantial,N6143D,Airplane,PIPER,PA-22-150,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83230,1,Substantial,N27TR,Airplane,RAGONESE TIM,VELOCITY,"Non-U.S., non-commercial",Personal,,Unknown,Unknown
83232,1,Substantial,N452MC,Helicopter,ROTORCRAFT DEVELOPEMENT CORP.,OH-58C,Part 91: General aviation,Positioning,,Enroute,System/Component Failure - Powerplant
83233,1,Substantial,N866P,Airplane,BEECH,35-C33,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83235,1,Substantial,N97032,Airplane,STINSON,108-1,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83240,1,Substantial,N34WC,Airplane,Walling,Vans RV-3,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83241,1,Substantial,N1567W,Airplane,BEECH,E-55,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
83247,1,Substantial,N368ES,Airplane,CESSNA,172R,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83251,1,Substantial,N480SP,Airplane,Cessna,172S,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83252,1,Substantial,N1212C,Airplane,CESSNA,441,Part 91: General aviation,Executive/Corporate,,Landing,Abnormal Runway Contact
83256,1,Substantial,N800KA,Airplane,Piper,PA-28-161,Part 91: General aviation,Instructional,,Approach,System/Component Failure - Powerplant
83257,1,Substantial,N7276D,Airplane,PIPER,PA-18,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
83258,1,Substantial,N99087,Airplane,CESSNA,172P,Part 91: General aviation,Other work use,,Landing,Abnormal Runway Contact
83259,1,Substantial,N868W,Helicopter,HUGHES,369D,Part 91: General aviation,Positioning,,Initial Climb,System/Component Failure - Powerplant
83260,1,Substantial,N224AL,Airplane,CESSNA,210-5,Part 91: General aviation,Skydiving,,Enroute,Fuel Related
83261,1,Substantial,N9448Q,Airplane,BEECH,58,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
83262,1,Substantial,N8060J,Airplane,OLIVER JOSEPH,ZODIAC CH 601XL,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83268,1,Substantial,N20DE,Airplane,CESSNA,182A,Part 91: General aviation,Personal,,Landing,System/Component Failure - Non-power
83269,1,Substantial,N190DK,Airplane,ARADO-FLUGZEUGWERKE GMBH,FW190 A-5,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83270,1,Substantial,N32LB,Airplane,LAKE,LA-4-200,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83272,1,Minor,N415BA,Powered parachute,POWRACHUTE LLC,AIRWOLF 912ULS,Part 91: General aviation,Instructional,,Initial Climb,Loss of Control In-Flight
83273,1,Substantial,N3673T,Airplane,TAYLORCRAFT AVIATION CORP,F19,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83275,1,Substantial,N514KT,Airplane,SAPP LARRY E,SEAWIND 3000,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
83278,1,Substantial,N229TX,Airplane,CIRRUS DESIGN CORPORATION,SR22T,Part 91: General aviation,Personal,,Taxi,System/Component Failure - Non-power
83279,1,Substantial,N4544S,Airplane,AIR TRACTOR INC,AT-402A,Part 137: Agricultural,Aerial application,,Takeoff,Unintended Flight Into IMC
83281,1,Substantial,N6902L,Airplane,PIPER,PA-60-602P,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83285,1,Substantial,N586BN,Airplane,NELSON,RANS S-12,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
83288,1,Substantial,N961JD,Airplane,PIPER,PA-28R-200,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83291,1,Substantial,N8116L,Airplane,HAWKER BEECHCRAFT,C90GTX,Part 91: General aviation,Ferry,,Enroute,Fuel Related
83294,1,Substantial,N3830G,Airplane,CESSNA,U206B,Part 91: General aviation,Skydiving,,Enroute,System/Component Failure - Powerplant
83295,1,Substantial,N17MJ,Airplane,BEECH,V35B,Part 91: General aviation,Personal,,Landing,Undershoot/Overshoot
83296,1,Substantial,N71479,Airplane,LUSCOMBE,8A,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83297,1,Substantial,N9012R,Helicopter,RUIZ E,RAF 2000,Part 91: General aviation,Personal,,Taxi,Loss of Control on Ground
83298,1,Substantial,N14HP,Airplane,GRUMMAN,F8F-1,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
83304,1,Substantial,N6749A,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Standing,Loss of Control on Ground
83305,1,Substantial,N3042D,Helicopter,ENSTROM,280FX,Part 91: General aviation,Other work use,,Approach,System/Component Failure - Non-power
83306,1,Substantial,N1162X,Airplane,PIPER,PA-34-200T,Part 91: General aviation,Positioning,,Landing,Collision on Takeoff or Landing
83307,1,Substantial,N104MH,Helicopter,ROBINSON HELICOPTER,R22 BETA,Part 91: General aviation,Other work use,,Maneuvering,System/Component Failure - Powerplant
83308,1,Destroyed,N75GX,Airplane,REMOS ACFT GMBH FLUGZEUGBAU,REMOS GX,Part 91: General aviation,Instructional,,Takeoff,Loss of Control In-Flight
83310,1,Substantial,N5201F,Airplane,CESSNA,T182,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
83313,1,Substantial,N6871H,Airplane,CESSNA,172M,Part 91: General aviation,Personal,,Landing,Runway Excursion
83316,1,Substantial,N548SF,Airplane,WEJEBE JOSE,CA8 -SF,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
83317,1,Substantial,N45R,Airplane,EXTRA FLUGZEUGBAU GMBH,EA-300,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Non-power
83319,1,Substantial,N990,Glider,FISHER,HP-14 SAILPLANE,Part 91: General aviation,Personal,,Approach,Loss of Lift
83320,1,Substantial,N14722,Airplane,FAIRCHILD,24 C8C,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83321,1,Substantial,N1183K,Airplane,LUSCOMBE,8E,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83322,1,Substantial,N6616S,Airplane,CESSNA,150H,Part 91: General aviation,Personal,,Approach,Unknown
83324,1,Substantial,N30997,Airplane,PIPER,PA-28-181,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83325,1,Substantial,N55NZ,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
83326,1,Substantial,N5981F,Airplane,CESSNA,210H,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83327,1,Substantial,N211RW,Airplane,WIELT,GREAT LAKES 2T-1A,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
83332,1,Substantial,N2334S,Airplane,CESSNA,T337B,Part 91: General aviation,Personal,,Approach,System/Component Failure - Non-power
83334,1,Substantial,N1178L,Airplane,CESSNA,LC41-550FG,Part 91: General aviation,Personal,,Landing,Runway Excursion
83335,1,Substantial,N929JV,Helicopter,Eurocopter,SA315B,Part 133: Rotorcraft ext. load,External load,,Enroute,System/Component Failure - Powerplant
83339,1,Substantial,N64DX,Airplane,Ayres Corporation,S2R-T15,Part 137: Agricultural,Aerial application,,Maneuvering,Loss of Control In-Flight
83347,1,Substantial,N375LP,Airplane,CESSNA,172S,Part 91: General aviation,Instructional,,Enroute,System/Component Failure - Powerplant
83351,1,None,N453AW,Airplane,BOMBARDIER INC,CL-600-2B19,"Part 125: 20+ pax,6000+ lbs",Other/Unknown,,Enroute,Turbulence Encounter
83352,1,Substantial,N266V,Airplane,CESSNA,180,Part 91: General aviation,Personal,,Maneuvering,Low Altitude Operation
83353,1,Substantial,N51037,Airplane,AIR TRACTOR INC,AT-602,Part 137: Agricultural,Aerial application,,Maneuvering,Fuel Related
83361,1,Substantial,N43003,Airplane,PIPER,PA-28-151,Part 91: General aviation,Business,,Enroute,Fuel Related
83366,1,Substantial,N9518J,Airplane,PIPER,PA-28-180,Part 91: General aviation,Personal,,Standing,Loss of Control on Ground
83367,1,Substantial,N441TC,Airplane,CubCrafters Inc,CC11-160,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83371,1,Substantial,N5936,Airplane,GERNER,EVANS WE-1,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
83373,1,Substantial,N5253Q,Airplane,CESSNA,172S,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
83375,2,None,N20513,Balloon,AVIAN BALLOON,MAGNUM IX,Part 91: General aviation,Other work use,,Approach,Midair
83375,1,Substantial,N2037U,Balloon,AVIAN BALLOON,MAGNUM IX,Part 91: General aviation,Other work use,,Approach,Midair
83381,1,Destroyed,N32EG,Airplane,CESSNA,320D,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Non-power
83382,1,Substantial,N12003,Airplane,PIPER,PA-18A,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83383,1,Substantial,N3583K,Airplane,PIPER,PA-28-140,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
83384,1,Substantial,N509MT,Helicopter,BELL,407,Part 91: General aviation,Positioning,,Enroute,System/Component Failure - Powerplant
83385,1,Substantial,N24V,Airplane,STANLEY B E,MURPHY REBEL,Part 91: General aviation,Personal,,Approach,Fuel Related
83386,1,Substantial,N235MW,Airplane,MANZITTO MICHAEL A,MWLANCAIR 235,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Non-power
83387,1,Substantial,N75487,Airplane,PIPER,J3C-65,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
83388,1,Substantial,N1152W,Helicopter,ROBINSON HELICOPTER,R22 BETA,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
83389,1,Substantial,N714JJ,Airplane,CESSNA,150M,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
83390,1,Substantial,N965TE,Airplane,TIGER AIRCRAFT LLC,AG-5B,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83392,1,Substantial,N2828W,Airplane,WILLOUGHBY PETE A,STREAK SHADOW,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
83398,1,Substantial,N5654N,Airplane,T BIRD GOLDEN CIRCLE AIR INC,II,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
83403,1,Substantial,N74518,Airplane,MOONEY,M20B,Part 91: General aviation,Personal,,Initial Climb,Fuel Related
83405,1,Substantial,N4337G,Airplane,NELSON SYDNEY/NELSON DIANN,ZODIAC XL,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83406,1,Substantial,N7001K,Airplane,PIPER,PA-20,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83407,1,Substantial,N7227D,Airplane,PIPER,PA-22-150,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83408,1,Substantial,N180BA,Airplane,CESSNA,180J,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83413,1,Substantial,N125AP,Weight-shift,APOLLO AIRCRAFT INC,MONSOON,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
83415,1,Substantial,N69HJ,Helicopter,HUGHES,269A,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
83416,1,Substantial,N3272S,Airplane,CESSNA,182G,Part 91: General aviation,Personal,,Landing,Runway Excursion
83421,1,Substantial,N2157Z,Airplane,CESSNA,180F,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83422,1,Substantial,N70451,Balloon,AEROSTAR INTERNATIONAL INC,RAVEN S49A,Part 91: General aviation,Personal,,Landing,Undershoot/Overshoot
83423,1,Substantial,N17304,Airplane,CESSNA,172S,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
83425,1,Substantial,N4971X,Airplane,ROCKWELL INTERNATIONAL,S-2R,Part 137: Agricultural,Aerial application,,Maneuvering,Fuel Related
83426,1,Substantial,N912RV,Airplane,HEISER ROBERT C JR,PULSAR XP,Part 91: General aviation,Personal,,Takeoff,Fuel Related
83428,1,Substantial,N49CD,Balloon,LINDSTRAND,LBL180A,Part 91: General aviation,Other work use,,Approach,Controlled Flight Into Terrain
83429,1,Substantial,N6000Z,Airplane,WILLERTON,VANS RV6A,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
83434,1,Substantial,N48DL,Airplane,CESSNA,421C,Part 91: General aviation,Personal,,Enroute,Unknown
83435,1,Substantial,N66HL,Airplane,LEAGUE,LANCAIR IV-TP,Part 91: General aviation,Instructional,,Maneuvering,Loss of Control In-Flight
83437,1,Substantial,N25E,Airplane,LUSCOMBE,8E,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83439,1,Substantial,N5089F,Airplane,SKYKITS USA CORP,SAVANNAH ADV,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83440,1,Substantial,N9722M,Airplane,MOONEY,M20F,Part 91: General aviation,Personal,,Landing,Undershoot/Overshoot
83441,1,Substantial,N5025G,Airplane,PRENDERGAST JOHN/VANS,RV-7A,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
83442,1,Substantial,N28BC,Airplane,CESSNA,172R,Part 91: General aviation,Instructional,,Enroute,Fuel Related
83443,1,Substantial,N8451Y,Airplane,PIPER,PA-18-150,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
83445,1,Substantial,N56RD,Helicopter,SIKORSKY,S-76B,Part 91: General aviation,Business,,Landing,System/Component Failure - Powerplant
83446,1,Substantial,N110EB,Airplane,CIRRUS DESIGN CORP,SR22,Part 91: General aviation,Personal,,Uncontrolled Descent,Unknown
83447,1,Substantial,N7911F,Airplane,CESSNA,150F,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
83448,1,Substantial,N821SM,Airplane,RAYTHEON AIRCRAFT COMPANY,A36,Part 91: General aviation,Personal,,Enroute,Fuel Related
83449,1,Substantial,N320WJ,Airplane,JONES,SA105,Part 91: General aviation,Personal,,Taxi,Abnormal Runway Contact
83450,1,Substantial,N8518M,Airplane,BEECH,P35,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
83451,1,Substantial,N3862C,Airplane,Beechcraft Corporation,A36TC,Part 91: General aviation,Personal,,Standing,Ground Handling
83452,1,Substantial,N121MR,Helicopter,ROBINSON HELICOPTER,R22 ALPHA,Part 91: General aviation,Personal,,Standing,Loss of Control on Ground
83453,1,Substantial,N2701F,Airplane,CESSNA,182J,Part 91: General aviation,Personal,,Takeoff,Collision on Takeoff or Landing
83460,1,Substantial,N80BH,Airplane,BUMFORD-ROYER,CHRISTEN EAGLE II,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
83464,1,Substantial,N499CC,Airplane,CUB CRAFTERS INC,CC11-100,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
83465,1,Substantial,N32122,Airplane,MAYS,KITFOX LITE 2,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83467,1,Substantial,N96050,Airplane,CESSNA,210,Part 91: General aviation,Personal,,Approach,System/Component Failure - Non-power
83469,1,Substantial,N137AB,Airplane,ALVAREZ MARVIN R,RANS S-6S,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
83470,1,Substantial,N22857,Airplane,CESSNA,150H,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
83474,1,Substantial,N969W,Helicopter,BELL,206B,Part 137: Agricultural,Aerial application,,Maneuvering,Unintended Flight Into IMC
83477,1,Substantial,N243W,Airplane,CESSNA,A185F,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
83479,1,Substantial,N505EV,Airplane,EVEKTOR-AEROTECHNIK AS,SPORTSTAR,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
83485,1,Substantial,N6155M,Airplane,CLIFTON,BREEZY,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
83487,1,Substantial,N78RB,Airplane,MOODY-SIPLE,A,Part 91: General aviation,Personal,,Maneuvering,Fuel Related
83488,1,Substantial,N2068X,Helicopter,BELL,206B,Part 91: General aviation,Aerial observation,,Landing,Loss of Control In-Flight
83489,1,Substantial,N510KW,Airplane,THRUSH AIRCRAFT INC,S2R-H80,Part 91: General aviation,Flight test,,Maneuvering,Loss of Control In-Flight
83490,1,Substantial,N154CK,Airplane,CIRRUS DESIGN CORP,SR22,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
83492,1,Substantial,N16EP,Helicopter,BELL,206B,Part 137: Agricultural,Aerial application,,Maneuvering,Controlled Flight Into Terrain
83494,1,Substantial,N80SV,Airplane,BELLANCA,17-30A,Part 91: General aviation,Personal,,Initial Climb,Fuel Related
83496,1,Substantial,N388AS,Airplane,AVIAT AIRCRAFT INC,A-1B,Part 91: General aviation,Instructional,,Initial Climb,Loss of Control In-Flight
83497,1,Substantial,N6564X,Airplane,CESSNA,210,Part 91: General aviation,Personal,,Enroute,Fuel Related
83498,1,Substantial,N77LR,Airplane,RICE LEO B,KITFOX SERIES 5,Part 91: General aviation,Business,,Maneuvering,System/Component Failure - Non-power
