MKey,NTSBNumber,Report,EventDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,InjuryLevel
87625,ANC13CA070,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87625/pdf,7/27/2013,Fairbanks,Alaska,United States,65.388053,-147.669448,,,Non-Fatal
87626,WPR13CA348,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87626/pdf,7/26/2013,Phoenix,Arizona,United States,33.307777,-111.655281,,,Non-Fatal
87628,CEN13LA448,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87628/pdf,7/28/2013,Capron,Illinois,United States,42.390045,-88.740211,,1,Non-Fatal
87629,CEN13CA449,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87629/pdf,7/27/2013,Grinnell,Iowa,United States,41.740459,-92.72097,,,Non-Fatal
87634,DCA13CA172,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87634/pdf,7/26/2013,Beaufort Sea,Alaska,United States,71.474441,-149.636383,,,Non-Fatal
87635,WPR13LA349,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87635/pdf,7/30/2013,Billings,Montana,United States,45.807498,-108.542778,,,Non-Fatal
87637,CEN13CA450,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87637/pdf,7/31/2013,Mesquite,Texas,United States,32.746944,-96.530281,,,Non-Fatal
87638,WPR13LA351,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87638/pdf,7/31/2013,San Manuel,Arizona,United States,32.63639,-110.647224,,,Non-Fatal
87639,CEN13LA451,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87639/pdf,7/29/2013,Lombardville,Illinois,United States,41.219444,-89.654998,,,Non-Fatal
87640,CEN13CA452,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87640/pdf,7/25/2013,Tell City,Indiana,United States,38.017776,-86.688613,,,Non-Fatal
87642,CEN13CA453,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87642/pdf,7/31/2013,Ellinwood,Kansas,United States,38.372776,-98.598609,,,Non-Fatal
87643,ERA13LA346,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87643/pdf,7/30/2013,Wurtsboro,New York,United States,41.603054,-74.538612,,1,Non-Fatal
87644,ERA13CA345,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87644/pdf,7/18/2013,Limestone,Tennessee,United States,36.267223,-82.613609,,1,Non-Fatal
87645,ERA13LA347,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87645/pdf,7/22/2013,Lexington,Tennessee,United States,35.603332,-88.3675,,1,Non-Fatal
87646,CEN13LA454,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87646/pdf,7/31/2013,Jonesboro,Arkansas,United States,35.836944,-90.52639,,,Non-Fatal
87650,CEN13LA455,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87650/pdf,7/28/2013,Lafayette,Indiana,United States,40.284999,-86.856391,,1,Non-Fatal
87651,WPR13CA352,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87651/pdf,7/26/2013,Hungry Horse,Montana,United States,48.087501,-113.250831,,,Non-Fatal
87653,CEN13FA456,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87653/pdf,8/3/2013,Chesterfield,Missouri,United States,38.660556,-90.681663,2,,Fatal
87654,ERA13FA348,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87654/pdf,8/3/2013,Conway,South Carolina,United States,33.861667,-79.112777,3,,Fatal
87655,WPR13LA353,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87655/pdf,8/1/2013,Brentwood,California,United States,37.932777,-121.63639,,,Non-Fatal
87656,WPR13CA355,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87656/pdf,8/2/2013,Helena,Montana,United States,46.606666,-111.982498,,,Non-Fatal
87657,WPR13CA354,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87657/pdf,6/25/2013,The Dalles,Oregon,United States,45.348888,-121.199165,,,Non-Fatal
87658,WPR13CA356,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87658/pdf,8/3/2013,San Carlos,California,United States,37.511665,-122.249443,,,Non-Fatal
87659,WPR13CA357,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87659/pdf,8/2/2013,Sonoma,California,United States,38.254444,-122.450553,,,Non-Fatal
87660,ERA13FA349,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87660/pdf,8/4/2013,Alma,Georgia,United States,31.642221,-82.609725,2,,Fatal
87661,WPR13LA358,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87661/pdf,8/4/2013,Chualar,California,United States,36.537498,-121.541664,,,Non-Fatal
87672,CEN13CA457,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87672/pdf,8/1/2013,Appleton,Wisconsin,United States,44.258056,-88.51889,,,Non-Fatal
87673,CEN13CA458,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87673/pdf,8/3/2013,Lago Vista,Texas,United States,30.498611,-97.969444,,,Non-Fatal
87674,CEN13LA459,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87674/pdf,7/25/2013,Greencastle,Indiana,United States,39.633609,-86.813613,0,0,Non-Fatal
87675,CEN13LA460,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87675/pdf,8/3/2013,Wild Rose,Wisconsin,United States,44.197498,-89.217781,,1,Non-Fatal
87681,CEN13LA461,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87681/pdf,8/5/2013,Ackerly,Texas,United States,32.481109,-101.716941,2,,Fatal
87685,WPR13LA359,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87685/pdf,8/4/2013,Stanwood,Washington,United States,48.256942,-122.436111,,2,Non-Fatal
87686,ERA13CA350,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87686/pdf,8/2/2013,Portsmouth,New Hampshire,United States,43.077777,-70.823059,,,Non-Fatal
87688,ERA13CA351,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87688/pdf,8/4/2013,Meridian,Mississippi,United States,32.32611,-88.751113,,,Non-Fatal
87690,WPR13LA360,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87690/pdf,8/5/2013,Richland,Washington,United States,46.303333,-119.302497,,,Non-Fatal
87691,ERA13CA352,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87691/pdf,8/4/2013,Erwinna,Pennsylvania,United States,40.484165,-75.099441,,,Non-Fatal
87693,ANC13LA074,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87693/pdf,8/5/2013,Delta Junction,Alaska,United States,64.046669,-145.69555,,,Non-Fatal
87694,CEN13LA462,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87694/pdf,8/5/2013,Eden Prairie,Minnesota,United States,44.826667,-93.447502,,,Non-Fatal
87695,ERA13CA353,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87695/pdf,8/2/2013,Eagle Bay,New York,United States,43.831665,-74.848892,,,Non-Fatal
87697,CEN13LA463,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87697/pdf,8/6/2013,Vinton,Iowa,United States,42.176666,-91.980834,0,0,Non-Fatal
87698,CEN13LA464,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87698/pdf,8/6/2013,Santa Teresa,New Mexico,United States,31.882778,-106.631111,,,Non-Fatal
87699,CEN13FA465,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87699/pdf,8/5/2013,Balko,Oklahoma,United States,36.52222,-100.876945,1,,Fatal
87700,ERA13CA354,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87700/pdf,8/6/2013,Orange,Massachusetts,United States,42.568611,-72.286392,,,Non-Fatal
87702,ERA13CA355,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87702/pdf,7/31/2013,New Bedford,Massachusetts,United States,41.676666,-70.958335,,,Non-Fatal
87704,WPR13CA362,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87704/pdf,8/1/2013,West Yellowstone,Montana,United States,44.521667,-111.1175,,,Non-Fatal
87705,CEN13LA467,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87705/pdf,7/16/2013,Dalton,Ohio,United States,40.871387,-81.886108,,,Non-Fatal
87707,CEN13CA469,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87707/pdf,8/5/2013,Mackinac Island,Michigan,United States,45.850833,-84.635559,,,Non-Fatal
87710,CEN13LA472,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87710/pdf,8/4/2013,Simmesport,Louisiana,United States,30.980937,-91.810523,,,Non-Fatal
87712,WPR13LA363,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87712/pdf,7/13/2013,White City,Oregon,United States,42.559982,-122.920684,,,Non-Fatal
87713,CEN13LA473,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87713/pdf,7/15/2013,Nauvoo,Illinois,United States,40.549999,-91.383331,,,Non-Fatal
87714,WPR13LA364,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87714/pdf,8/8/2013,Burlington,Washington,United States,48.470275,-122.421669,,,Non-Fatal
87715,ERA13CA357,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87715/pdf,8/4/2013,West Mifflin,Pennsylvania,United States,40.354442,-79.930274,,,Non-Fatal
87716,CEN13CA474,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87716/pdf,8/7/2013,Clare,Michigan,United States,43.834445,-84.74028,,,Non-Fatal
87718,ERA13FA358,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87718/pdf,8/9/2013,East Haven,Connecticut,United States,41.274444,-72.884719,4,,Fatal
87719,ANC13CA075,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87719/pdf,8/8/2013,North Pole,Alaska,United States,64.755554,-147.385833,,,Non-Fatal
87720,ANC13TA076,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87720/pdf,8/8/2013,Tok,Alaska,United States,61.259944,-149.600173,,,Non-Fatal
87722,CEN13CA475,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87722/pdf,8/10/2013,Poteau,Oklahoma,United States,35.019443,-94.621391,,,Non-Fatal
87723,ERA13LA360,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87723/pdf,8/11/2013,Westport,Massachusetts,United States,41.570556,-71.121391,,,Non-Fatal
87724,CEN13FA476,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87724/pdf,8/11/2013,Ennis,Texas,United States,32.203609,-96.707496,2,,Fatal
87725,ANC13CA077,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87725/pdf,8/9/2013,Arctic Village,Alaska,United States,68.118057,-147.201385,,,Non-Fatal
87744,ERA13LA361,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87744/pdf,8/11/2013,Vienna,Maryland,United States,38.300556,-76.004447,,,Non-Fatal
87746,ERA13CA362,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87746/pdf,8/12/2013,Fredericksburg,Virginia,United States,38.27111,-77.446945,,,Non-Fatal
87751,WPR13CA365,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87751/pdf,8/10/2013,Independence,Oregon,United States,44.866664,-123.198059,,,Non-Fatal
87752,WPR13LA366,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87752/pdf,8/10/2013,Overgaard,Arizona,United States,34.394443,-110.529724,,,Non-Fatal
87753,WPR13CA367,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87753/pdf,8/11/2013,Hesperia,California,United States,34.376945,-117.315834,,,Non-Fatal
87754,CEN13LA478,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87754/pdf,8/10/2013,Killeen,Texas,United States,31.085832,-97.686386,,,Non-Fatal
87755,CEN13CA479,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87755/pdf,8/10/2013,Frankenmuth,Michigan,United States,43.313888,-83.709724,0,0,Non-Fatal
87756,CEN13WA480,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87756/pdf,8/8/2013,Vertaizon,,France,,,3,,Fatal
87759,CEN13CA481,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87759/pdf,8/10/2013,Humboldt,South Dakota,United States,43.628334,-97.073333,,,Non-Fatal
87760,WPR13FA368,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87760/pdf,8/12/2013,West Yellowstone,Montana,United States,44.702777,-111.108055,1,1,Fatal
87761,CEN13LA482,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87761/pdf,8/9/2013,Schaumburg,Illinois,United States,41.989723,-88.103057,,,Non-Fatal
87762,CEN13LA484,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87762/pdf,8/12/2013,Larchwood,Iowa,United States,43.401943,-96.409446,,,Non-Fatal
87764,CEN13CA485,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87764/pdf,8/4/2013,Hermleigh,Texas,United States,32.581665,-100.763336,,,Non-Fatal
87771,WPR13CA369,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87771/pdf,8/8/2013,Kent,Washington,United States,47.337223,-122.103614,,,Non-Fatal
87772,ANC13CA078,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87772/pdf,8/11/2013,McCarthy,Alaska,United States,62.100605,-145.529693,,,Non-Fatal
87773,CEN13LA486,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87773/pdf,8/9/2013,Dumas,Arkansas,United States,33.884445,-91.534164,,,Non-Fatal
87774,CEN13LA487,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87774/pdf,8/10/2013,Albers,Illinois,United States,38.543334,-89.61222,,,Non-Fatal
87775,WPR13FA370,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87775/pdf,8/13/2013,Paradise,California,United States,39.70111,-121.673332,2,,Fatal
87777,ANC13LA079,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87777/pdf,8/13/2013,Paxson,Alaska,United States,62.956665,-146.384719,,,Non-Fatal
87778,CEN13LA488,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87778/pdf,8/12/2013,Nucla,Colorado,United States,38.238887,-108.563331,,,Non-Fatal
87779,CEN13CA489,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87779/pdf,8/13/2013,Peoria,Illinois,United States,40.795555,-89.613334,,,Non-Fatal
87782,WPR13CA371,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87782/pdf,8/14/2013,Metaline Falls,Washington,United States,48.837776,-117.283607,,,Non-Fatal
87783,WPR13CA372,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87783/pdf,8/14/2013,Aurora,Oregon,United States,45.24139,-122.768608,,,Non-Fatal
87784,WPR13CA373,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87784/pdf,8/14/2013,Las Vegas,Nevada,United States,36.705276,-116.221946,,,Non-Fatal
87785,CEN13LA490,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87785/pdf,8/14/2013,Eastport,Michigan,United States,45.055831,-85.355834,,,Non-Fatal
87787,CEN13WA492,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87787/pdf,8/11/2013,Mont-St-Grégoire,,Canada,45.338333,-73.162498,1,,Fatal
87788,ERA13LA363,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87788/pdf,8/4/2013,Tallahassee,Florida,United States,30.396944,-84.35083,,,Non-Fatal
87789,WPR13GA374,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87789/pdf,8/12/2013,Burns,Oregon,United States,43.743888,-118.879447,,,Non-Fatal
87790,WPR13CA375,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87790/pdf,8/10/2013,Prescott,Arizona,United States,34.663333,-112.423614,,,Non-Fatal
87798,ANC13CA080,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87798/pdf,8/15/2013,Sleetmute,Alaska,United States,61.700279,-157.165832,,,Non-Fatal
87799,WPR13FA376,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87799/pdf,8/16/2013,Carson City,Nevada,United States,39.180278,-119.277496,2,,Fatal
87800,CEN13LA493,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87800/pdf,8/16/2013,Covert,Michigan,United States,42.298889,-86.328887,,1,Non-Fatal
87801,WPR13CA377,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87801/pdf,8/4/2013,West Jordan,Utah,United States,40.619445,-111.992774,,,Non-Fatal
87803,ERA13LA364,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87803/pdf,8/16/2013,Indian Trail,North Carolina,United States,35.108612,-80.623054,,,Non-Fatal
87804,ERA13LA365,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87804/pdf,8/16/2013,Numidia,Pennsylvania,United States,40.866111,-76.397224,,,Non-Fatal
87805,ERA13LA366,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87805/pdf,8/17/2013,Lititz,Pennsylvania,United States,40.120277,-76.29,,,Non-Fatal
87806,CEN13CA494,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87806/pdf,8/18/2013,Santa Teresa,New Mexico,United States,31.880277,-106.703056,0,0,Non-Fatal
87807,CEN13CA495,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87807/pdf,8/17/2013,Kankakee,Illinois,United States,41.071388,-87.846389,,,Non-Fatal
87813,CEN13FA496,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87813/pdf,8/18/2013,Kansas City,Missouri,United States,39.150463,-94.579025,2,,Fatal
87818,WPR13LA378,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87818/pdf,8/18/2013,Sisters,Oregon,United States,44.554443,-121.858612,,,Non-Fatal
87820,WPR13FA380,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87820/pdf,8/18/2013,Cataldo,Idaho,United States,47.542221,-116.409446,1,,Fatal
87824,ERA13CA369,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87824/pdf,8/11/2013,Verona,New York,United States,43.11,-75.543052,,,Non-Fatal
87825,CEN13LA497,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87825/pdf,8/20/2013,Zanesville,Ohio,United States,40.006942,-82.012222,,,Non-Fatal
87827,WPR13CA381,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87827/pdf,8/20/2013,Meeteetse,Wyoming,United States,43.8875,-109.32611,,,Non-Fatal
87831,CEN13CA498,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87831/pdf,8/21/2013,Indianapolis,Indiana,United States,40.030555,-86.251388,,,Non-Fatal
87832,ERA13LA370,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87832/pdf,8/20/2013,Bingham,Maine,United States,45.040279,-69.868888,,,Non-Fatal
87833,CEN13CA499,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87833/pdf,8/18/2013,Wheeling,Illinois,United States,42.114166,-87.915275,,,Non-Fatal
87834,ERA13CA371,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87834/pdf,8/22/2013,Manassas,Virginia,United States,38.80722,-77.508888,,,Non-Fatal
87837,CEN13LA500,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87837/pdf,8/16/2013,Brooklyn,Iowa,United States,41.745555,-92.409164,1,,Fatal
87838,ANC13LA081,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87838/pdf,8/21/2013,Palmer,Alaska,United States,61.61639,-149.22084,,,Non-Fatal
87845,CEN13CA501,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87845/pdf,8/22/2013,Reese,Michigan,United States,43.471111,-83.661392,,,Non-Fatal
87847,WPR13LA383,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87847/pdf,8/22/2013,Madera,California,United States,36.926387,-120.022224,,,Non-Fatal
87848,WPR13LA384,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87848/pdf,8/23/2013,Sacramento,California,United States,38.689868,-121.599006,,2,Non-Fatal
87849,ANC13CA082,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87849/pdf,8/15/2013,Sleetmute,Alaska,United States,61.700279,-159.165832,,,Non-Fatal
87850,WPR13LA385,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87850/pdf,8/24/2013,Bakersfield,California,United States,35.211666,-119.107498,,,Non-Fatal
87851,ANC13CA083,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87851/pdf,8/23/2013,Talkeetna,Alaska,United States,62.320278,-150.093612,,,Non-Fatal
87852,WPR13FA386,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87852/pdf,8/24/2013,Tehachapi,California,United States,35.101112,-118.423057,,1,Non-Fatal
87853,ANC13FA084,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87853/pdf,8/24/2013,Anchorage,Alaska,United States,61.215831,-149.856109,2,,Fatal
87854,ERA13FA372,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87854/pdf,8/25/2013,Taunton,Massachusetts,United States,41.872776,-71.011108,2,,Fatal
87856,CEN13LA502,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87856/pdf,8/24/2013,New Franken,Wisconsin,United States,44.503334,-87.866111,,,Non-Fatal
87857,WPR13CA387,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87857/pdf,8/24/2013,Burlington,Washington,United States,48.470554,-122.421669,,,Non-Fatal
87858,CEN13LA503,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87858/pdf,8/24/2013,Concord,Wisconsin,United States,43.169723,-88.723052,,,Non-Fatal
87859,ERA13LA374,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87859/pdf,8/24/2013,Marco Island,Florida,United States,25.995,-81.6725,,,Non-Fatal
87860,ERA13CA375,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87860/pdf,8/25/2013,Cortland,New York,United States,42.592498,-76.214721,0,0,Non-Fatal
87861,CEN13LA504,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87861/pdf,8/22/2013,Walnut Ridge,Arkansas,United States,36.124443,-90.925003,,,Non-Fatal
87863,ERA13CA377,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87863/pdf,8/24/2013,Mitchellville,Maryland,United States,38.941112,-76.772224,,,Non-Fatal
87864,ERA13CA378,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87864/pdf,8/25/2013,Shelter Island,New York,United States,41.067779,-72.323608,,,Non-Fatal
87866,WPR13FA388,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87866/pdf,8/26/2013,Desert Center,California,United States,33.380001,-115.364997,2,,Fatal
87867,CEN13LA506,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87867/pdf,8/24/2013,Franklin,Illinois,United States,39.595001,-90.059997,,3,Non-Fatal
87868,CEN13LA507,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87868/pdf,8/26/2013,Clayton,New Mexico,United States,36.597499,-103.274719,,,Non-Fatal
87871,ERA13LA379,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87871/pdf,8/23/2013,Easton,Maryland,United States,38.797222,-76.071945,,,Non-Fatal
87872,CEN13CA508,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87872/pdf,8/24/2013,Faribault,Minnesota,United States,44.327499,-93.310554,,,Non-Fatal
87873,ERA13LA380,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87873/pdf,8/25/2013,Cat Cay,,Bahamas,25.40361,-77.773887,,,Non-Fatal
87874,CEN13FA509,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87874/pdf,8/27/2013,Paris,Illinois,United States,39.701389,-87.650558,1,,Fatal
87875,CEN13CA510,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87875/pdf,8/10/2013,Mackinac Island,Michigan,United States,45.865001,-84.637222,,,Non-Fatal
87876,ERA13LA381,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87876/pdf,8/26/2013,Miami,Florida,United States,25.647499,-80.433334,,,Non-Fatal
87878,ERA13LA382,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87878/pdf,8/27/2013,Middle Grove,New York,United States,43.090557,-73.909446,,,Non-Fatal
